species,npy_filename,original_mp3,duration,split
African Paradise Flycatcher,African_Paradise_Flycatcher_01.npy,sa_bird_audio/African Paradise Flycatcher/African_Paradise_Flycatcher_01.mp3,17.88,val
African Paradise Flycatcher,African_Paradise_Flycatcher_02.npy,sa_bird_audio/African Paradise Flycatcher/African_Paradise_Flycatcher_02.mp3,29.0,val
African Paradise Flycatcher,African_Paradise_Flycatcher_03.npy,sa_bird_audio/African Paradise Flycatcher/African_Paradise_Flycatcher_03.mp3,19.489,test
African Paradise Flycatcher,African_Paradise_Flycatcher_04.npy,sa_bird_audio/African Paradise Flycatcher/African_Paradise_Flycatcher_04.mp3,29.0,train
African Paradise Flycatcher,African_Paradise_Flycatcher_05.npy,sa_bird_audio/African Paradise Flycatcher/African_Paradise_Flycatcher_05.mp3,29.0,test
African Paradise Flycatcher,African_Paradise_Flycatcher_06.npy,sa_bird_audio/African Paradise Flycatcher/African_Paradise_Flycatcher_06.mp3,29.0,val
African Paradise Flycatcher,African_Paradise_Flycatcher_07.npy,sa_bird_audio/African Paradise Flycatcher/African_Paradise_Flycatcher_07.mp3,16.82392290249433,train
African Paradise Flycatcher,African_Paradise_Flycatcher_08.npy,sa_bird_audio/African Paradise Flycatcher/African_Paradise_Flycatcher_08.mp3,9.742993197278912,test
African Paradise Flycatcher,African_Paradise_Flycatcher_09.npy,sa_bird_audio/African Paradise Flycatcher/African_Paradise_Flycatcher_09.mp3,29.0,train
African Paradise Flycatcher,African_Paradise_Flycatcher_10.npy,sa_bird_audio/African Paradise Flycatcher/African_Paradise_Flycatcher_10.mp3,15.888,train
African Paradise Flycatcher,African_Paradise_Flycatcher_11.npy,sa_bird_audio/African Paradise Flycatcher/African_Paradise_Flycatcher_11.mp3,29.0,train
African Paradise Flycatcher,African_Paradise_Flycatcher_12.npy,sa_bird_audio/African Paradise Flycatcher/African_Paradise_Flycatcher_12.mp3,23.32698412698413,train
African Paradise Flycatcher,African_Paradise_Flycatcher_13.npy,sa_bird_audio/African Paradise Flycatcher/African_Paradise_Flycatcher_13.mp3,4.415759637188208,train
African Paradise Flycatcher,African_Paradise_Flycatcher_14.npy,sa_bird_audio/African Paradise Flycatcher/African_Paradise_Flycatcher_14.mp3,4.194988662131519,train
African Paradise Flycatcher,African_Paradise_Flycatcher_15.npy,sa_bird_audio/African Paradise Flycatcher/African_Paradise_Flycatcher_15.mp3,6.296575963718821,train
African Paradise Flycatcher,African_Paradise_Flycatcher_16.npy,sa_bird_audio/African Paradise Flycatcher/African_Paradise_Flycatcher_16.mp3,29.0,train
African Paradise Flycatcher,African_Paradise_Flycatcher_17.npy,sa_bird_audio/African Paradise Flycatcher/African_Paradise_Flycatcher_17.mp3,29.0,train
African Paradise Flycatcher,African_Paradise_Flycatcher_18.npy,sa_bird_audio/African Paradise Flycatcher/African_Paradise_Flycatcher_18.mp3,23.88,train
African Paradise Flycatcher,African_Paradise_Flycatcher_19.npy,sa_bird_audio/African Paradise Flycatcher/African_Paradise_Flycatcher_19.mp3,7.783990929705215,val
African Paradise Flycatcher,African_Paradise_Flycatcher_20.npy,sa_bird_audio/African Paradise Flycatcher/African_Paradise_Flycatcher_20.mp3,15.53498866213152,train
African Paradise Flycatcher,African_Paradise_Flycatcher_21.npy,sa_bird_audio/African Paradise Flycatcher/African_Paradise_Flycatcher_21.mp3,13.898208616780046,train
African Paradise Flycatcher,African_Paradise_Flycatcher_22.npy,sa_bird_audio/African Paradise Flycatcher/African_Paradise_Flycatcher_22.mp3,29.0,train
African Paradise Flycatcher,African_Paradise_Flycatcher_23.npy,sa_bird_audio/African Paradise Flycatcher/African_Paradise_Flycatcher_23.mp3,23.088979591836736,test
